episode,score,total_reward,steps,eps,timestamp
114,0.86,10.47,26,0.1786,20260308-173201
115,0.92,16.49,75,0.1721,20260308-173202
116,0.96,9.62,31,0.1694,20260308-173202
117,1.00,18.20,74,0.1633,20260308-173202
118,1.00,-9.55,6,0.1628,20260308-173202
119,1.00,-9.37,8,0.1621,20260308-173202
120,1.00,0.56,26,0.1600,20260308-173203
121,1.06,31.23,112,0.1513,20260308-173203
122,1.06,0.88,14,0.1502,20260308-173203
123,1.06,0.83,70,0.1451,20260308-173204
124,1.10,8.18,95,0.1383,20260308-173204
125,1.10,8.88,75,0.1333,20260308-173205
126,1.10,-11.08,29,0.1313,20260308-173205
127,1.16,20.50,44,0.1285,20260308-173205
128,1.14,-9.15,26,0.1268,20260308-173205
129,1.16,1.08,14,0.1259,20260308-173205
130,1.20,21.61,53,0.1226,20260308-173205
131,1.24,4.24,69,0.1185,20260308-173206
132,1.38,64.54,114,0.1119,20260308-173206
133,1.44,22.84,100,0.1065,20260308-173207
134,1.54,51.60,77,0.1024,20260308-173207
135,1.56,0.40,22,0.1013,20260308-173207
136,1.54,-11.75,16,0.1005,20260308-173208
137,1.52,-13.14,35,0.0988,20260308-173208
138,1.52,-24.30,81,0.0948,20260308-173208
139,1.56,12.71,42,0.0929,20260308-173208
140,1.56,0.54,8,0.0925,20260308-173208
141,1.54,2.47,75,0.0891,20260308-173209
142,1.60,32.55,70,0.0860,20260308-173209
143,1.76,91.37,274,0.0750,20260308-173211
144,1.82,23.06,58,0.0729,20260308-173211
145,1.88,33.98,97,0.0694,20260308-173211
146,1.90,12.36,77,0.0668,20260308-173212
147,1.94,11.02,61,0.0648,20260308-173212
148,1.96,20.39,15,0.0643,20260308-173212
149,1.92,-10.05,36,0.0632,20260308-173213
150,2.10,76.45,185,0.0576,20260308-173213
151,2.10,-8.60,21,0.0570,20260308-173214
152,2.10,11.27,26,0.0562,20260308-173214
153,2.12,-4.09,61,0.0545,20260308-173214
154,2.14,2.70,62,0.0529,20260308-173214
155,2.16,12.70,53,0.0515,20260308-173215
156,2.22,40.99,127,0.0483,20260308-173215
157,2.28,40.87,179,0.0442,20260308-173216
158,2.32,21.82,132,0.0414,20260308-173217
159,2.62,146.32,574,0.0310,20260308-173220
160,2.90,140.24,291,0.0268,20260308-173222
161,2.94,52.32,145,0.0250,20260308-173222
162,3.10,90.26,184,0.0228,20260308-173223
163,3.06,2.13,39,0.0223,20260308-173224
164,3.10,31.98,137,0.0208,20260308-173224
165,3.40,156.98,671,0.0149,20260308-173228
166,3.58,108.97,285,0.0129,20260308-173229
167,3.54,1.18,34,0.0127,20260308-173230
168,3.64,42.22,164,0.0117,20260308-173230
169,3.90,133.32,362,0.0100,20260308-173232
170,4.10,112.49,213,0.0100,20260308-173233
171,4.44,213.42,580,0.0100,20260308-173237
172,4.56,51.86,212,0.0100,20260308-173238
173,4.96,219.27,806,0.0100,20260308-173242
174,5.24,167.93,414,0.0100,20260308-173244
175,5.22,0.71,21,0.0100,20260308-173244
176,5.42,98.13,208,0.0100,20260308-173245
177,5.70,175.61,437,0.0100,20260308-173248
178,6.20,263.09,807,0.0100,20260308-173252
179,6.24,20.36,128,0.0100,20260308-173253
180,6.26,34.29,166,0.0100,20260308-173254
181,6.64,215.71,371,0.0100,20260308-173256
182,6.64,68.93,165,0.0100,20260308-173256
183,6.76,84.90,170,0.0100,20260308-173257
184,7.04,207.54,537,0.0100,20260308-173300
185,7.18,75.27,132,0.0100,20260308-173301
186,7.42,104.75,448,0.0100,20260308-173303
187,7.64,106.78,164,0.0100,20260308-173304
188,7.74,38.82,154,0.0100,20260308-173305
189,7.96,131.64,250,0.0100,20260308-173306
190,8.22,141.14,361,0.0100,20260308-173308
191,8.78,303.28,832,0.0100,20260308-173313
192,8.76,22.29,45,0.0100,20260308-173313
193,8.70,66.60,178,0.0100,20260308-173314
194,9.04,201.05,536,0.0100,20260308-173317
195,9.18,110.23,249,0.0100,20260308-173318
196,9.46,159.43,434,0.0100,20260308-173320
197,9.66,121.45,258,0.0100,20260308-173322
198,9.66,23.73,81,0.0100,20260308-173322
199,9.72,21.86,88,0.0100,20260308-173322
200,9.62,33.47,88,0.0100,20260308-173323
201,9.70,30.93,62,0.0100,20260308-173323
202,9.76,43.99,167,0.0100,20260308-173324
203,10.26,269.37,600,0.0100,20260308-173327
204,10.58,176.79,529,0.0100,20260308-173330
205,10.96,222.09,613,0.0100,20260308-173333
