episode,score,total_reward,steps,eps,timestamp
62,0,-10.52,13,0.4419,20260308-154410
63,0,-9.18,19,0.4377,20260308-154410
64,0,-9.55,6,0.4364,20260308-154410
65,0,-10.34,15,0.4331,20260308-154410
66,0,-11.20,21,0.4286,20260308-154410
67,0,-10.23,14,0.4256,20260308-154411
68,0,-9.48,9,0.4237,20260308-154411
69,0,-11.24,25,0.4184,20260308-154411
70,0,-10.35,26,0.4130,20260308-154411
71,0,-12.44,35,0.4059,20260308-154411
72,0,-13.06,37,0.3984,20260308-154411
73,0,-10.51,22,0.3941,20260308-154411
74,0,-13.12,33,0.3876,20260308-154412
75,0,-12.12,33,0.3813,20260308-154412
76,0,-36.31,172,0.3498,20260308-154413
77,0,-14.38,39,0.3431,20260308-154413
78,0,-14.73,34,0.3373,20260308-154413
79,1,-5.22,64,0.3267,20260308-154414
80,0,-10.31,22,0.3231,20260308-154414
81,0,-12.10,31,0.3181,20260308-154414
82,0,-16.70,51,0.3101,20260308-154414
83,0,-16.19,60,0.3010,20260308-154415
84,0,-9.40,21,0.2978,20260308-154415
85,1,0.26,26,0.2940,20260308-154415
86,0,-9.90,31,0.2894,20260308-154415
87,1,-3.47,39,0.2838,20260308-154415
88,0,-13.84,35,0.2789,20260308-154415
89,1,1.24,18,0.2764,20260308-154416
90,0,-10.10,31,0.2722,20260308-154416
91,0,-9.72,13,0.2704,20260308-154416
92,0,-16.59,40,0.2651,20260308-154416
93,0,-13.86,27,0.2615,20260308-154416
94,0,-13.85,76,0.2517,20260308-154417
95,0,-9.89,10,0.2505,20260308-154417
96,0,-14.43,34,0.2463,20260308-154417
97,1,0.21,21,0.2437,20260308-154417
98,1,-17.78,120,0.2295,20260308-154418
99,1,-1.21,33,0.2257,20260308-154418
100,0,-10.21,12,0.2244,20260308-154418
101,1,-1.72,74,0.2162,20260308-154418
102,0,-14.09,50,0.2109,20260308-154419
103,0,-9.79,10,0.2098,20260308-154419
104,1,-0.28,30,0.2067,20260308-154419
105,0,-13.56,37,0.2029,20260308-154419
106,1,0.16,26,0.2003,20260308-154419
107,0,-11.94,35,0.1968,20260308-154420
108,0,-14.54,45,0.1925,20260308-154420
109,0,-12.05,26,0.1900,20260308-154420
110,0,-9.10,11,0.1889,20260308-154420
111,0,-11.20,21,0.1869,20260308-154420
112,0,-12.55,36,0.1836,20260308-154420
113,0,-16.18,49,0.1792,20260308-154421
114,1,-4.12,44,0.1753,20260308-154421
115,1,1.06,16,0.1739,20260308-154421
116,2,7.29,54,0.1692,20260308-154421
117,0,-9.34,15,0.1680,20260308-154421
118,1,-8.17,99,0.1599,20260308-154422
119,0,-10.68,29,0.1576,20260308-154422
120,0,-9.86,7,0.1570,20260308-154422
121,1,0.89,33,0.1544,20260308-154422
122,1,1.12,30,0.1521,20260308-154423
123,0,-9.52,23,0.1504,20260308-154423
124,0,-20.96,97,0.1433,20260308-154423
125,1,-1.76,68,0.1385,20260308-154424
126,0,-13.84,45,0.1354,20260308-154424
127,0,-11.78,49,0.1321,20260308-154424
128,2,-2.05,168,0.1215,20260308-154425
129,0,-13.12,53,0.1183,20260308-154426
130,1,-6.49,191,0.1075,20260308-154427
131,3,14.15,149,0.0998,20260308-154428
132,0,-27.97,98,0.0950,20260308-154428
133,4,22.46,149,0.0882,20260308-154429
134,1,1.38,24,0.0872,20260308-154429
135,4,26.94,101,0.0829,20260308-154430
136,0,-11.92,33,0.0815,20260308-154430
137,1,0.12,40,0.0799,20260308-154430
138,0,-10.80,21,0.0791,20260308-154430
139,2,8.39,114,0.0747,20260308-154431
140,2,9.49,74,0.0720,20260308-154432
141,0,-78.81,372,0.0597,20260308-154434
142,0,-9.14,15,0.0593,20260308-154434
143,2,10.79,64,0.0574,20260308-154434
144,4,29.88,77,0.0553,20260308-154435
145,7,62.13,355,0.0463,20260308-154437
146,4,28.59,126,0.0434,20260308-154438
147,1,0.81,51,0.0423,20260308-154438
148,10,100.20,431,0.0341,20260308-154441
149,8,67.48,301,0.0294,20260308-154442
150,3,17.77,87,0.0281,20260308-154443
151,13,94.18,736,0.0195,20260308-154448
152,2,11.71,22,0.0192,20260308-154448
153,7,60.05,233,0.0171,20260308-154449
154,11,98.20,312,0.0147,20260308-154451
155,4,31.38,137,0.0137,20260308-154452
156,1,-21.55,97,0.0130,20260308-154452
157,14,132.51,374,0.0108,20260308-154455
158,15,124.91,505,0.0100,20260308-154458
159,9,53.78,432,0.0100,20260308-154500
160,2,10.40,43,0.0100,20260308-154501
161,7,65.89,159,0.0100,20260308-154502
162,10,97.27,334,0.0100,20260308-154503
163,10,93.03,348,0.0100,20260308-154506
164,14,139.90,445,0.0100,20260308-154508
165,20,211.40,711,0.0100,20260308-154513
166,18,182.12,747,0.0100,20260308-154517
167,20,199.43,638,0.0100,20260308-154521
168,6,41.77,160,0.0100,20260308-154522
169,3,-0.65,179,0.0100,20260308-154523
170,4,32.36,119,0.0100,20260308-154524
171,12,120.95,358,0.0100,20260308-154526
172,0,-28.78,79,0.0100,20260308-154527
173,20,209.39,622,0.0100,20260308-154530
174,11,105.02,400,0.0100,20260308-154533
175,4,34.70,165,0.0100,20260308-154534
176,29,294.28,1392,0.0100,20260308-154542
177,21,210.08,964,0.0100,20260308-154548
178,20,199.58,513,0.0100,20260308-154551
179,33,340.61,1173,0.0100,20260308-154558
180,11,109.75,307,0.0100,20260308-154600
181,25,262.50,946,0.0100,20260308-154606
182,13,129.96,298,0.0100,20260308-154608
183,3,22.90,94,0.0100,20260308-154609
184,8,67.32,267,0.0100,20260308-154610
185,12,121.32,221,0.0100,20260308-154612
186,27,276.40,908,0.0100,20260308-154617
187,23,234.86,628,0.0100,20260308-154621
188,22,220.39,584,0.0100,20260308-154625
189,4,25.69,126,0.0100,20260308-154626
190,1,1.40,22,0.0100,20260308-154626
191,12,119.56,267,0.0100,20260308-154628
192,10,98.78,283,0.0100,20260308-154629
193,23,236.96,708,0.0100,20260308-154634
194,22,231.68,555,0.0100,20260308-154637
195,7,42.69,269,0.0100,20260308-154638
196,17,178.09,449,0.0100,20260308-154641
197,12,121.77,226,0.0100,20260308-154643
198,17,181.48,400,0.0100,20260308-154645
199,24,243.02,793,0.0100,20260308-154650
200,12,122.41,342,0.0100,20260308-154652
201,1,0.96,36,0.0100,20260308-154652
202,3,23.75,89,0.0100,20260308-154653
203,14,143.84,411,0.0100,20260308-154655
204,7,64.09,79,0.0100,20260308-154656
205,7,50.11,267,0.0100,20260308-154657
206,26,268.89,988,0.0100,20260308-154703
207,8,75.25,124,0.0100,20260308-154704
208,6,54.58,109,0.0100,20260308-154705
209,22,226.74,619,0.0100,20260308-154708
210,5,37.59,187,0.0100,20260308-154710
211,20,203.15,456,0.0100,20260308-154712
212,14,138.20,395,0.0100,20260308-154715
213,5,44.58,138,0.0100,20260308-154716
214,20,211.49,462,0.0100,20260308-154718
215,35,362.63,1293,0.0100,20260308-154726
216,9,88.10,170,0.0100,20260308-154727
217,17,175.05,463,0.0100,20260308-154730
218,1,-6.95,57,0.0100,20260308-154731
219,18,185.57,372,0.0100,20260308-154733
220,18,184.11,378,0.0100,20260308-154735
221,5,45.63,133,0.0100,20260308-154736
222,16,161.89,328,0.0100,20260308-154738
223,15,155.59,437,0.0100,20260308-154740
224,29,309.64,726,0.0100,20260308-154745
225,4,32.78,87,0.0100,20260308-154745
226,11,112.14,218,0.0100,20260308-154747
227,20,213.41,500,0.0100,20260308-154750
228,27,280.86,752,0.0100,20260308-154754
229,16,164.26,571,0.0100,20260308-154758
230,2,10.44,39,0.0100,20260308-154758
231,6,51.94,123,0.0100,20260308-154759
232,7,66.52,126,0.0100,20260308-154759
233,19,194.30,380,0.0100,20260308-154802
234,13,128.73,261,0.0100,20260308-154803
235,9,64.60,360,0.0100,20260308-154806
236,18,185.57,552,0.0100,20260308-154809
237,18,178.93,506,0.0100,20260308-154812
238,16,165.08,379,0.0100,20260308-154814
239,9,90.81,219,0.0100,20260308-154816
240,20,211.90,411,0.0100,20260308-154818
241,21,210.82,480,0.0100,20260308-154821
242,3,20.08,66,0.0100,20260308-154822
243,10,101.50,281,0.0100,20260308-154823
244,11,104.71,271,0.0100,20260308-154825
245,22,226.44,569,0.0100,20260308-154828
246,5,45.17,89,0.0100,20260308-154829
247,21,219.99,623,0.0100,20260308-154833
248,7,67.06,122,0.0100,20260308-154833
249,20,205.86,455,0.0100,20260308-154836
250,11,109.59,283,0.0100,20260308-154838
251,21,219.52,450,0.0100,20260308-154841
252,26,279.12,625,0.0100,20260308-154844
253,4,34.86,89,0.0100,20260308-154845
254,24,252.04,641,0.0100,20260308-154849
255,18,185.03,436,0.0100,20260308-154852
256,8,73.69,220,0.0100,20260308-154853
257,12,119.40,243,0.0100,20260308-154855
258,4,32.54,111,0.0100,20260308-154855
259,2,11.85,28,0.0100,20260308-154855
260,11,108.67,155,0.0100,20260308-154856
261,15,147.22,494,0.0100,20260308-154859
262,19,196.99,601,0.0100,20260308-154903
263,27,277.98,910,0.0100,20260308-154909
264,10,97.68,193,0.0100,20260308-154910
265,7,63.56,162,0.0100,20260308-154911
266,24,252.11,494,0.0100,20260308-154914
267,13,137.02,342,0.0100,20260308-154916
268,20,191.20,731,0.0100,20260308-154920
269,3,21.79,55,0.0100,20260308-154921
270,14,144.34,311,0.0100,20260308-154922
271,22,238.60,603,0.0100,20260308-154926
272,24,253.10,525,0.0100,20260308-154929
273,28,298.48,731,0.0100,20260308-154934
274,12,122.62,401,0.0100,20260308-154936
275,16,158.36,401,0.0100,20260308-154939
276,22,229.21,552,0.0100,20260308-154942
277,7,66.84,174,0.0100,20260308-154943
278,14,138.14,301,0.0100,20260308-154945
279,16,164.90,287,0.0100,20260308-154947
280,27,272.12,666,0.0100,20260308-154951
281,3,22.19,65,0.0100,20260308-154951
282,3,25.92,92,0.0100,20260308-154952
283,16,166.09,378,0.0100,20260308-154954
284,25,265.96,620,0.0100,20260308-154958
285,4,33.47,248,0.0100,20260308-155000
286,31,330.78,1064,0.0100,20260308-155006
287,7,63.92,176,0.0100,20260308-155007
288,25,261.51,795,0.0100,20260308-155012
289,12,116.45,268,0.0100,20260308-155014
290,10,92.46,325,0.0100,20260308-155016
291,12,120.27,386,0.0100,20260308-155018
292,6,53.77,80,0.0100,20260308-155018
293,7,66.64,114,0.0100,20260308-155019
294,31,328.86,1066,0.0100,20260308-155026
295,20,210.83,498,0.0100,20260308-155029
296,20,207.85,426,0.0100,20260308-155031
297,4,33.38,107,0.0100,20260308-155032
298,15,154.43,343,0.0100,20260308-155034
299,22,226.07,426,0.0100,20260308-155037
300,3,25.52,122,0.0100,20260308-155037
301,2,9.99,44,0.0100,20260308-155038
302,30,313.12,689,0.0100,20260308-155042
303,2,8.32,81,0.0100,20260308-155042
304,6,58.94,143,0.0100,20260308-155043
305,4,32.53,82,0.0100,20260308-155044
306,35,368.28,978,0.0100,20260308-155050
307,14,143.96,409,0.0100,20260308-155052
308,24,246.74,561,0.0100,20260308-155056
309,7,65.36,152,0.0100,20260308-155057
310,10,86.42,379,0.0100,20260308-155059
311,39,419.55,1195,0.0100,20260308-155107
312,1,1.29,43,0.0100,20260308-155107
313,21,225.52,530,0.0100,20260308-155110
314,16,164.73,314,0.0100,20260308-155112
315,31,326.59,1053,0.0100,20260308-155119
316,30,316.38,1043,0.0100,20260308-155125
317,10,98.92,219,0.0100,20260308-155126
318,1,0.79,13,0.0100,20260308-155127
319,18,187.13,356,0.0100,20260308-155129
320,12,119.22,271,0.0100,20260308-155130
321,28,296.76,753,0.0100,20260308-155135
322,11,107.38,174,0.0100,20260308-155136
323,43,449.32,1752,0.0100,20260308-155147
324,7,65.76,192,0.0100,20260308-155148
325,17,177.36,352,0.0100,20260308-155150
326,3,21.62,112,0.0100,20260308-155151
327,28,293.25,804,0.0100,20260308-155156
328,34,363.47,948,0.0100,20260308-155202
329,8,79.75,154,0.0100,20260308-155203
330,29,306.84,506,0.0100,20260308-155206
331,16,168.68,369,0.0100,20260308-155208
332,13,82.08,456,0.0100,20260308-155211
333,2,13.00,43,0.0100,20260308-155211
334,1,1.20,22,0.0100,20260308-155212
335,4,29.24,81,0.0100,20260308-155212
336,3,23.34,70,0.0100,20260308-155213
337,1,-6.06,48,0.0100,20260308-155213
338,0,-9.65,16,0.0100,20260308-155213
339,13,134.33,271,0.0100,20260308-155215
340,27,286.79,609,0.0100,20260308-155219
341,5,42.18,118,0.0100,20260308-155219
342,11,111.40,172,0.0100,20260308-155220
343,30,317.81,870,0.0100,20260308-155226
344,41,442.84,1218,0.0100,20260308-155233
345,17,174.98,430,0.0100,20260308-155236
346,46,482.30,1847,0.0100,20260308-155247
347,39,422.17,1123,0.0100,20260308-155255
348,2,11.13,40,0.0100,20260308-155255
349,39,415.38,1322,0.0100,20260308-155303
350,18,191.86,393,0.0100,20260308-155306
351,37,396.19,1109,0.0100,20260308-155313
352,1,-14.99,71,0.0100,20260308-155313
353,8,75.58,151,0.0100,20260308-155314
354,1,-0.98,40,0.0100,20260308-155314
355,23,240.58,376,0.0100,20260308-155316
356,2,-5.24,117,0.0100,20260308-155317
357,29,311.04,716,0.0100,20260308-155322
358,21,221.81,521,0.0100,20260308-155325
359,19,194.42,388,0.0100,20260308-155327
360,6,55.04,93,0.0100,20260308-155328
361,28,298.89,480,0.0100,20260308-155331
362,12,120.15,218,0.0100,20260308-155332
363,23,239.97,537,0.0100,20260308-155336
364,28,295.97,552,0.0100,20260308-155339
365,25,262.29,467,0.0100,20260308-155342
366,32,337.18,655,0.0100,20260308-155346
367,8,73.71,198,0.0100,20260308-155347
368,31,328.36,806,0.0100,20260308-155353
369,17,174.40,398,0.0100,20260308-155356
370,17,172.89,509,0.0100,20260308-155400
371,10,95.67,204,0.0100,20260308-155402
372,16,155.01,336,0.0100,20260308-155404
373,41,448.19,1073,0.0100,20260308-155412
374,15,154.56,260,0.0100,20260308-155414
375,16,158.08,379,0.0100,20260308-155416
376,24,252.72,473,0.0100,20260308-155419
377,1,0.72,10,0.0100,20260308-155419
378,27,284.05,593,0.0100,20260308-155423
379,8,78.89,160,0.0100,20260308-155424
380,11,114.09,243,0.0100,20260308-155426
381,21,216.72,470,0.0100,20260308-155429
382,37,394.42,876,0.0100,20260308-155434
383,30,320.49,622,0.0100,20260308-155438
384,8,78.10,129,0.0100,20260308-155439
385,25,264.59,507,0.0100,20260308-155442
386,8,80.96,173,0.0100,20260308-155443
387,20,206.90,461,0.0100,20260308-155446
388,22,232.39,404,0.0100,20260308-155449
389,24,256.03,412,0.0100,20260308-155451
390,8,77.83,166,0.0100,20260308-155452
391,20,205.32,419,0.0100,20260308-155455
392,36,395.73,944,0.0100,20260308-155501
393,26,278.87,500,0.0100,20260308-155504
394,13,137.54,340,0.0100,20260308-155507
395,6,55.26,121,0.0100,20260308-155508
396,2,-1.20,123,0.0100,20260308-155509
397,22,229.04,399,0.0100,20260308-155512
398,39,425.10,870,0.0100,20260308-155518
399,50,535.53,1588,0.0100,20260308-155526
400,25,249.01,665,0.0100,20260308-155529
401,15,156.19,317,0.0100,20260308-155531
402,7,68.27,171,0.0100,20260308-155532
403,44,473.69,1356,0.0100,20260308-155539
404,11,113.21,221,0.0100,20260308-155540
405,12,122.42,251,0.0100,20260308-155541
406,46,498.60,1137,0.0100,20260308-155547
407,24,253.63,502,0.0100,20260308-155549
408,47,506.05,993,0.0100,20260308-155554
409,27,285.38,490,0.0100,20260308-155557
410,31,332.47,675,0.0100,20260308-155600
411,23,243.52,442,0.0100,20260308-155602
412,12,124.70,233,0.0100,20260308-155603
413,13,122.23,221,0.0100,20260308-155605
414,46,498.22,1265,0.0100,20260308-155611
415,13,128.87,167,0.0100,20260308-155612
416,10,98.24,247,0.0100,20260308-155613
417,26,280.76,591,0.0100,20260308-155616
418,8,76.48,151,0.0100,20260308-155617
419,27,287.04,764,0.0100,20260308-155621
420,27,286.36,672,0.0100,20260308-155624
421,42,452.50,1163,0.0100,20260308-155630
422,34,367.44,741,0.0100,20260308-155633
423,2,4.77,106,0.0100,20260308-155634
424,17,172.41,517,0.0100,20260308-155637
425,37,401.47,971,0.0100,20260308-155642
426,38,404.25,694,0.0100,20260308-155645
427,50,545.86,1405,0.0100,20260308-155652
428,10,93.80,151,0.0100,20260308-155653
429,17,178.74,414,0.0100,20260308-155655
430,17,176.44,334,0.0100,20260308-155657
431,19,199.68,332,0.0100,20260308-155658
432,17,171.81,307,0.0100,20260308-155700
433,40,423.51,1020,0.0100,20260308-155705
434,21,219.55,427,0.0100,20260308-155707
435,24,256.04,471,0.0100,20260308-155710
436,27,283.37,571,0.0100,20260308-155712
437,7,68.24,164,0.0100,20260308-155713
438,23,243.14,510,0.0100,20260308-155716
439,12,122.40,253,0.0100,20260308-155717
440,24,247.71,684,0.0100,20260308-155721
441,25,270.16,490,0.0100,20260308-155723
442,25,263.18,518,0.0100,20260308-155726
443,20,216.62,419,0.0100,20260308-155728
444,9,87.53,117,0.0100,20260308-155728
445,7,64.08,80,0.0100,20260308-155729
446,2,11.96,27,0.0100,20260308-155729
447,31,331.41,631,0.0100,20260308-155732
448,45,487.38,1148,0.0100,20260308-155738
449,13,134.75,239,0.0100,20260308-155739
450,11,116.22,300,0.0100,20260308-155741
451,33,357.52,612,0.0100,20260308-155744
452,21,221.87,355,0.0100,20260308-155745
453,13,130.33,161,0.0100,20260308-155746
454,11,113.10,262,0.0100,20260308-155748
455,30,314.71,600,0.0100,20260308-155751
456,52,571.12,1521,0.0100,20260308-155758
457,42,448.45,1148,0.0100,20260308-155804
458,28,292.95,594,0.0100,20260308-155807
459,17,179.60,338,0.0100,20260308-155809
460,21,218.44,398,0.0100,20260308-155811
461,34,359.95,750,0.0100,20260308-155814
462,22,230.05,388,0.0100,20260308-155816
463,36,386.40,747,0.0100,20260308-155820
464,17,176.64,314,0.0100,20260308-155822
465,30,317.34,597,0.0100,20260308-155825
466,18,185.22,497,0.0100,20260308-155827
467,19,197.75,395,0.0100,20260308-155829
468,20,211.53,428,0.0100,20260308-155831
469,26,278.00,487,0.0100,20260308-155834
470,7,65.18,110,0.0100,20260308-155834
471,20,210.64,397,0.0100,20260308-155836
472,37,399.62,806,0.0100,20260308-155840
473,9,88.27,223,0.0100,20260308-155842
474,10,98.78,163,0.0100,20260308-155842
475,30,309.65,796,0.0100,20260308-155846
476,9,85.45,195,0.0100,20260308-155847
477,55,588.87,1209,0.0100,20260308-155853
478,4,33.92,113,0.0100,20260308-155854
479,7,67.94,114,0.0100,20260308-155855
480,17,175.41,327,0.0100,20260308-155856
481,9,89.61,179,0.0100,20260308-155857
482,6,53.77,100,0.0100,20260308-155858
483,1,-12.82,104,0.0100,20260308-155858
484,40,435.52,869,0.0100,20260308-155903
485,15,160.26,330,0.0100,20260308-155904
486,8,74.64,145,0.0100,20260308-155905
487,13,126.87,197,0.0100,20260308-155906
488,20,203.87,354,0.0100,20260308-155908
489,41,441.31,701,0.0100,20260308-155911
490,28,300.72,627,0.0100,20260308-155914
491,40,429.95,966,0.0100,20260308-155919
492,13,131.76,208,0.0100,20260308-155920
493,12,116.42,141,0.0100,20260308-155921
494,12,124.25,268,0.0100,20260308-155922
495,28,295.07,482,0.0100,20260308-155925
496,10,99.51,170,0.0100,20260308-155926
497,1,-2.89,41,0.0100,20260308-155926
498,15,153.33,323,0.0100,20260308-155927
499,20,211.35,376,0.0100,20260308-155929
500,29,310.34,626,0.0100,20260308-155932
501,0,-9.50,11,0.0100,20260308-155932
502,1,-2.80,52,0.0100,20260308-155933
503,10,102.94,197,0.0100,20260308-155934
504,6,39.64,213,0.0100,20260308-155935
505,6,47.29,158,0.0100,20260308-155936
506,35,372.44,842,0.0100,20260308-155940
507,8,77.95,194,0.0100,20260308-155941
508,25,265.63,493,0.0100,20260308-155943
509,11,107.71,181,0.0100,20260308-155944
510,28,303.49,610,0.0100,20260308-155947
511,15,150.54,292,0.0100,20260308-155949
512,19,190.78,422,0.0100,20260308-155951
513,3,23.27,67,0.0100,20260308-155951
514,26,277.29,628,0.0100,20260308-155954
515,11,112.27,225,0.0100,20260308-155955
516,22,226.21,412,0.0100,20260308-155958
517,19,190.22,418,0.0100,20260308-160000
518,26,274.01,456,0.0100,20260308-160002
519,17,177.45,353,0.0100,20260308-160004
520,12,123.77,226,0.0100,20260308-160005
521,9,86.56,254,0.0100,20260308-160006
522,8,76.74,105,0.0100,20260308-160007
523,8,75.07,112,0.0100,20260308-160007
524,33,353.53,681,0.0100,20260308-160011
525,1,2.25,27,0.0100,20260308-160011
526,30,299.37,724,0.0100,20260308-160014
527,35,371.90,746,0.0100,20260308-160018
528,16,161.63,244,0.0100,20260308-160020
529,34,349.11,634,0.0100,20260308-160023
530,6,55.85,122,0.0100,20260308-160023
531,23,242.96,398,0.0100,20260308-160025
532,23,242.77,437,0.0100,20260308-160028
533,34,359.84,821,0.0100,20260308-160032
534,34,357.09,736,0.0100,20260308-160035
535,6,52.80,77,0.0100,20260308-160036
536,47,507.55,1073,0.0100,20260308-160041
537,9,86.16,124,0.0100,20260308-160042
538,9,84.90,280,0.0100,20260308-160043
539,30,325.08,673,0.0100,20260308-160047
540,28,307.88,721,0.0100,20260308-160050
541,23,241.88,476,0.0100,20260308-160053
542,15,160.59,337,0.0100,20260308-160054
543,6,61.34,223,0.0100,20260308-160055
544,5,40.97,119,0.0100,20260308-160056
545,5,45.67,89,0.0100,20260308-160057
546,21,218.38,344,0.0100,20260308-160058
547,18,185.32,397,0.0100,20260308-160100
548,20,210.93,418,0.0100,20260308-160102
549,27,284.64,564,0.0100,20260308-160105
550,3,22.34,30,0.0100,20260308-160105
551,6,55.99,118,0.0100,20260308-160106
552,31,341.13,729,0.0100,20260308-160110
553,11,111.05,197,0.0100,20260308-160111
554,46,494.50,1017,0.0100,20260308-160116
555,5,43.30,76,0.0100,20260308-160116
556,37,408.34,864,0.0100,20260308-160120
557,23,241.92,362,0.0100,20260308-160122
558,30,322.69,692,0.0100,20260308-160126
559,10,103.01,180,0.0100,20260308-160127
560,8,79.51,128,0.0100,20260308-160127
561,29,313.48,592,0.0100,20260308-160130
562,13,130.14,270,0.0100,20260308-160132
563,13,131.43,371,0.0100,20260308-160134
564,8,73.95,244,0.0100,20260308-160135
565,26,272.97,460,0.0100,20260308-160137
566,17,177.76,302,0.0100,20260308-160139
567,14,136.62,273,0.0100,20260308-160140
568,7,68.52,136,0.0100,20260308-160141
569,20,204.43,558,0.0100,20260308-160143
570,12,118.03,230,0.0100,20260308-160145
571,11,108.66,166,0.0100,20260308-160145
572,9,89.09,201,0.0100,20260308-160146
573,14,145.12,333,0.0100,20260308-160148
574,4,35.31,104,0.0100,20260308-160149
575,33,325.36,788,0.0100,20260308-160153
576,31,335.32,520,0.0100,20260308-160155
577,38,404.86,693,0.0100,20260308-160159
578,23,244.52,452,0.0100,20260308-160201
579,29,306.82,608,0.0100,20260308-160204
580,12,119.51,172,0.0100,20260308-160205
581,22,235.48,495,0.0100,20260308-160208
582,11,109.87,225,0.0100,20260308-160209
583,51,548.64,1178,0.0100,20260308-160215
584,40,432.12,789,0.0100,20260308-160219
585,5,47.14,112,0.0100,20260308-160219
586,30,315.35,1066,0.0100,20260308-160224
587,18,188.53,406,0.0100,20260308-160227
588,16,161.15,372,0.0100,20260308-160228
589,42,451.41,832,0.0100,20260308-160233
590,15,153.61,255,0.0100,20260308-160234
591,15,153.18,218,0.0100,20260308-160235
592,14,152.77,358,0.0100,20260308-160237
593,24,254.32,433,0.0100,20260308-160239
594,18,189.35,354,0.0100,20260308-160241
595,13,136.50,334,0.0100,20260308-160242
596,9,86.45,175,0.0100,20260308-160243
597,5,45.24,122,0.0100,20260308-160244
598,21,219.99,383,0.0100,20260308-160246
599,30,322.13,758,0.0100,20260308-160249
600,22,229.28,405,0.0100,20260308-160252
601,29,300.79,891,0.0100,20260308-160256
602,8,72.00,219,0.0100,20260308-160257
603,16,163.85,272,0.0100,20260308-160259
604,41,441.46,1066,0.0100,20260308-160304
605,27,290.52,616,0.0100,20260308-160307
606,19,197.15,435,0.0100,20260308-160309
607,10,102.25,196,0.0100,20260308-160310
608,37,393.84,834,0.0100,20260308-160314
609,12,118.92,171,0.0100,20260308-160315
610,17,164.59,439,0.0100,20260308-160317
611,34,365.53,1022,0.0100,20260308-160322
612,38,416.34,735,0.0100,20260308-160326
613,10,100.61,180,0.0100,20260308-160327
614,14,144.00,295,0.0100,20260308-160328
615,14,146.59,346,0.0100,20260308-160330
616,5,45.76,80,0.0100,20260308-160331
617,48,516.89,1110,0.0100,20260308-160336
618,14,142.70,225,0.0100,20260308-160337
619,13,127.80,214,0.0100,20260308-160338
620,14,141.90,335,0.0100,20260308-160340
621,29,312.53,627,0.0100,20260308-160343
622,36,377.12,635,0.0100,20260308-160346
623,54,584.17,1208,0.0100,20260308-160352
624,23,244.06,428,0.0100,20260308-160355
625,45,490.36,990,0.0100,20260308-160400
626,25,265.65,541,0.0100,20260308-160402
